domain,fund_id,fund_name,classification,track,category,year,annual_return,n_months,assets_end
gemel,14280,אנליסט מסלולית קופת גמל - משולב סחיר,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,9.7795,10,7.2
gemel,14281,הפניקס גמל מסלול משולב סחיר,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,7.8058,9,7.9
gemel,14282,הפניקס גמל מסלול עוקב מדדים גמיש,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,8.2786,11,10.7
gemel,14292,ילין לפידות קופת גמל מסלול משולב סחיר_x000D_,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,4.6012,11,14.9
gemel,14293,ילין לפידות קופת גמל מסלול עוקב מדדים גמיש,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,12.1732,11,513.7
gemel,14342,"אלפא מור קופת גמל לחיסכון, קופת גמל לתגמולים וקופת גמל אישית לפיצויים - משולב סחיר",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,8.9026,11,377.7
gemel,14351,מנורה מבטחים תגמולים ופיצויים מסלול קיימות,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,0.6116,8,0.8
gemel,14353,אלטשולר שחם גמל משולב סחיר,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,9.3231,11,304.7
gemel,14354,אלטשולר שחם גמל עוקב מדדים- גמיש,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,9.313,11,73.0
gemel,14394,"אלפא מור קופת גמל לחיסכון, קופת גמל לתגמולים וקופת גמל אישית לפיצויים - עוקב מדדים גמיש",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,6.7338,11,12.1
gemel,14481,"אלפא מור קופת גמל לחיסכון, קופת גמל לתגמולים וקופת גמל אישית לפיצויים - אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,6.0357,5,157.9
gemel,14482,"מור גמל להשקעה - אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,5.1845,5,31.3
gemel,14483,"מור קרן השתלמות לשכירים ולעצמאים - אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,5.8022,5,103.9
gemel,14657,ילין לפידות קרן השתלמות מסלול עוקב מדדים גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,10.4859,9,300.5
gemel,14658,ילין לפידות קופת גמל להשקעה מסלול עוקב מדדים גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,10.3764,9,61.7
gemel,14668,מגדל השתלמות עוקב מדד S&P 500,קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2023,2.9536,5,606.0
gemel,14676,מנורה מבטחים השתלמות עוקב מדדי מניות,קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2023,6.6368,6,94.3
gemel,14678,מנורה מבטחים גמל להשקעה עוקב מדדים גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,5.3098,6,13.8
gemel,14679,"מנורה מבטחים תגמולים ופיצויים מסלול עוקב מדדי אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,2.3878,6,28.1
gemel,14680,כלל השתלמות עוקב מדדים גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,5.1883,7,67.9
gemel,14681,כלל גמל לעתיד עוקב מדדים גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,5.9316,7,12.8
gemel,14716,הראל השתלמות מסלול כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2023,1.9754,5,33.7
gemel,1484,"הראל גמל מסלול אג""ח קונצרני",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,6.6688,12,73.5
gemel,14849,ילין לפידות קרן השתלמות מסלול עוקב מדד s&p 500,קרנות השתלמות,מניות פאסיבי,קרנות השתלמות | מניות פאסיבי,2023,4.7921,3,157.6
gemel,1485,"הראל השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,1.8629,12,164.6
gemel,1523,הראל השתלמות מסלול הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,8.5394,12,405.3
gemel,1524,הראל גמל מסלול הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,8.3369,12,181.1
gemel,1533,כלל תמר מסלול הלכתי (הוד),תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,8.5502,12,110.0
gemel,1534,כלל השתלמות הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,8.849,12,267.7
gemel,1535,אנליסט השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2023,4.2697,12,91.6
gemel,1536,אינפיניטי גמל מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2023,24.1542,12,110.2
gemel,1537,אינפיניטי השתלמות מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2023,23.4587,12,164.0
gemel,154,הראל השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,8.1922,12,13188.8
gemel,1689,מיטב גמל עוקב מדדי מניות,תגמולים ואישית לפיצויים,מניות פאסיבי,תגמולים ואישית לפיצויים | מניות פאסיבי,2023,49.8096,12,887.3
gemel,1692,"מיטב גמל עוקב מדדי אג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,10.9932,12,853.5
gemel,199,"מגדל השתלמות מסלול אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,4.9044,12,461.8
gemel,2017,אלטשולר שחם גמל הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,14.1883,12,162.0
gemel,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,9.1494,12,295.4
gemel,2049,הפניקס גמל שריעה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,11.9418,12,25.5
gemel,2058,הפניקס השתלמות שריעה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,17.118,12,44.1
gemel,211,"הפניקס גמל אג""ח עד 15% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,5.9366,12,2538.4
gemel,2115,"כלל השתלמות אג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,4.7507,12,166.1
gemel,223,"מיטב גמל אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,5.2833,12,1006.5
gemel,2252,"אינפיניטי השתלמות אג""ח עד 15% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2023,7.7231,12,9.8
gemel,2254,אינפיניטי השתלמות משולב סחיר,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,15.4886,12,5.5
gemel,253,"כלל תמר אג""ח עד 25% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,6.3604,12,9017.6
gemel,260,מנורה מבטחים אמיר כללי,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,8.417,12,480.1
gemel,263,"בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ",תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,6.2125,12,4435.2
gemel,385,"הפניקס גמל אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,4.8822,12,1101.5
gemel,401,הפניקס גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,6.6294,12,5828.8
gemel,416,"הראל השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2023,5.1691,12,2376.1
gemel,456,כלל השתלמות כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,7.2657,12,20469.2
gemel,470,מגדל השתלמות לבני 60 ומעלה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,3.8298,7,0.0
gemel,472,"אלטשולר שחם גמל אג""ח עד 15% במניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,5.0611,12,3286.2
gemel,481,מיטב השתלמות עוקב מדדים גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,19.6675,12,946.7
gemel,502,"הראל גמל מסלול אג""ח עד 20% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,4.6119,12,2537.5
gemel,551,מיטב גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,7.8501,12,7473.2
gemel,554,מיטב השתלמות עד 6 שנות וותק,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,9.8649,12,8715.0
gemel,558,"אלטשולר שחם השתלמות אשראי ואג""ח עם מניות (עד 25% מניות)",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2023,5.5091,12,6156.8
gemel,566,הראל השתלמות לטווח ארוך,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,7.6372,12,197.1
gemel,579,מגדל השתלמות מסלול כללי,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,8.7827,12,16473.0
gemel,592,כלל תמר שקלים,תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,4.9105,12,179.8
gemel,599,"מגדל השתלמות מסלול אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2023,2.6528,7,0.0
gemel,686,הפניקס השתלמות לטווח קצר,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,7.8639,12,4657.1
gemel,715,הפניקס השתלמות כספי (שקלי),קרנות השתלמות,כספי,קרנות השתלמות | כספי,2023,3.5861,12,318.9
gemel,716,"הפניקס השתלמות אשראי ואג""ח",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,4.8452,12,756.1
gemel,7215,מיטב גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,11.2176,12,2330.2
gemel,7231,אינפיניטי גמל מסלול לבני 50 ומטה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,17.2109,12,24.3
gemel,7232,אינפיניטי גמל מסלול לבני 50 עד 60,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,16.6764,12,84.5
gemel,7233,אינפיניטי גמל מסלול לבני 60 ומעלה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,11.5613,12,41.1
gemel,7253,מגדל השתלמות מסלול לבני 50 ומטה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,5.4607,7,0.0
gemel,7254,מגדל השתלמות מסלול לבני 50 עד 60,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,4.8257,7,0.0
gemel,7256,מגדל השתלמות מסלול עוקב מדדים - גמיש,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,9.2585,12,47.1
gemel,761,הראל גמל מסלול מניות,תגמולים ואישית לפיצויים,מניות אקטיבי,תגמולים ואישית לפיצויים | מניות אקטיבי,2023,13.1144,12,805.7
gemel,762,"הראל גמל מסלול אג""ח עד 10% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,3.5218,12,1859.4
gemel,763,הראל השתלמות מסלול מניות,קרנות השתלמות,מניות אקטיבי,קרנות השתלמות | מניות אקטיבי,2023,13.3022,12,1465.9
gemel,764,"הראל השתלמות אג""ח עד 10% מניות",קרנות השתלמות,עד 25% מניות,קרנות השתלמות | עד 25% מניות,2023,3.7571,12,1265.5
gemel,767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,9.4852,12,197.3
gemel,768,מיטב השתלמות הלכה,קרנות השתלמות,כללי/מעורב/גמיש/תלוי גיל,קרנות השתלמות | כללי/מעורב/גמיש/תלוי גיל,2023,9.5658,12,392.7
gemel,7798,אלטשולר שחם חיסכון פלוס כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,9.5318,12,5038.4
gemel,7799,אלטשולר שחם חיסכון פלוס מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,15.9103,12,3808.2
gemel,7800,"אלטשולר שחם חיסכון פלוס אשראי ואג""ח עם מניות (עד 25% במניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,6.29,12,890.3
gemel,7801,"אלטשולר שחם חיסכון פלוס אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,4.3678,12,166.8
gemel,7802,אלטשולר שחם חיסכון פלוס כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,4.3648,12,73.1
gemel,7834,אנליסט מסלולית - קופת גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,12.4287,12,1463.2
gemel,7836,אנליסט מסלולית - קופת גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,22.2154,12,2283.7
gemel,7837,"אנליסט מסלולית - קופת גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,4.6502,12,28.9
gemel,7839,אנליסט מסלולית - קופת גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,4.2802,12,29.7
gemel,7842,אנליסט מסלולית - קופת גמל להשקעה משולב סחיר,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,18.0714,12,273.2
gemel,7843,אנליסט מסלולית - קופת גמל להשקעה עוקב מדדים - גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,11.8979,12,9.9
gemel,7860,מיטב גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,16.5873,12,462.3
gemel,7861,מיטב גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,3.8243,12,32.2
gemel,7862,"מיטב גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,5.4678,12,47.2
gemel,7863,מיטב גמל להשקעה הלכה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,9.3641,12,44.4
gemel,7867,מיטב גמל להשקעה עוקב מדדי מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,49.9073,12,269.2
gemel,7892,סלייס קופת גמל להשקעה מדד מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,3.7494,12,2.2
gemel,7893,"סלייס קופת גמל להשקעה מדד אג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,5.3459,12,0.9
gemel,7895,סלייס קופת גמל להשקעה מדד ללא מניות,קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,1.8457,12,0.4
gemel,7896,"סלייס קופת גמל להשקעה מדד חו""ל",קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,29.9854,12,12.9
gemel,7897,"סלייס קופת גמל להשקעה אג""ח ללא מניות",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,5.0197,12,94.6
gemel,7900,סלייס קופת גמל להשקעה כללי כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,9.9838,12,11.3
gemel,7905,"הפניקס גמל להשקעה אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,5.0015,12,77.6
gemel,7906,"הפניקס גמל להשקעה אשראי ואג""ח עם מניות (עד 25% מניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,6.6742,12,238.4
gemel,7907,הפניקס גמל להשקעה עוקב מדדי מניות,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,17.7872,12,211.3
gemel,7908,הפניקס גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,8.8891,12,1713.0
gemel,7909,הפניקס גמל להשקעה עוקב מדדים - גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,12.4401,12,80.0
gemel,7931,מגדל גמל להשקעה כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,4.1129,12,17.4
gemel,7932,"מגדל גמל להשקעה אג""ח ממשלות",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,1.6764,12,8.9
gemel,7933,"מגדל גמל להשקעה חו""ל",קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,16.8971,12,67.1
gemel,7934,מגדל גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,14.9488,12,206.7
gemel,7935,"מגדל גמל להשקעה מסלול אשראי ואג""ח עם מניות (עד 25% מניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,5.8121,12,53.4
gemel,7936,מגדל גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,9.3793,12,500.5
gemel,7937,מגדל גמל להשקעה הלכה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,9.2101,12,39.5
gemel,7957,"מור גמל להשקעה מסלול מחקה מדד ת""א 35",קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,2.6956,12,62.5
gemel,7958,מור גמל להשקעה - עוקב מדד S&P500,קופת גמל להשקעה,מניות פאסיבי,קופת גמל להשקעה | מניות פאסיבי,2023,28.1383,12,937.6
gemel,7960,מור גמל להשקעה מסלול מחקה מדד תל בונד 20,קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,4.6681,12,8.6
gemel,7961,"מור גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, צמודות מדד ממשלתי לטווח 5-10 שנים",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,0.8881,12,27.5
gemel,7962,"מור גמל להשקעה מסלול מחקה מדד אג""ח ממשלתי, לא צמודות בריבית קבועה",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,2.1193,12,10.1
gemel,7963,מור גמל להשקעה - כספי (שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,4.2817,12,60.9
gemel,7975,הפניקס גמל להשקעה מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,13.8676,12,259.6
gemel,7978,מיטב גמל להשקעה כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,10.5226,12,1512.7
gemel,7979,מיטב גמל להשקעה עוקב מדדים גמיש,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,15.8806,12,111.1
gemel,7980,"מיטב גמל להשקעה אשראי ואג""ח עם מניות (עד 25% במניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,7.2814,12,199.3
gemel,7981,מיטב גמל להשקעה מסלול אג''ח עד 10% מניות,קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,5.7004,12,59.2
gemel,7986,"אנליסט מסלולית - קופת גמל להשקעה אשראי ואג""ח עד 25% מניות",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,7.2509,12,78.8
gemel,7988,כלל גמל לעתיד כללי,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,8.0311,12,1562.3
gemel,7989,"כלל גמל לעתיד אשראי ואג""ח",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,4.7995,12,27.5
gemel,7990,"כלל גמל לעתיד - קופת גמל להשקעה אג""ח ממשלתי",קופת גמל להשקעה,"אג""ח ללא מניות","קופת גמל להשקעה | אג""ח ללא מניות",2023,3.0562,12,9.2
gemel,7991,כלל גמל לעתיד מניות,קופת גמל להשקעה,מניות אקטיבי,קופת גמל להשקעה | מניות אקטיבי,2023,10.1937,12,460.7
gemel,7992,"כלל גמל לעתיד אשרי ואג""ח עם מניות(עד 25% מניות)",קופת גמל להשקעה,עד 25% מניות,קופת גמל להשקעה | עד 25% מניות,2023,5.9705,12,173.0
gemel,7993,כלל גמל לעתיד כספי(שקלי),קופת גמל להשקעה,כספי,קופת גמל להשקעה | כספי,2023,4.6454,12,29.0
gemel,7994,כלל גמל לעתיד הלכה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,8.937,12,25.2
gemel,8004,הפניקס גמל להשקעה שריעה,קופת גמל להשקעה,כללי/מעורב/גמיש/תלוי גיל,קופת גמל להשקעה | כללי/מעורב/גמיש/תלוי גיל,2023,18.3612,12,12.5
gemel,8012,"מגדל לתגמולים ולפיצויים מסלול אשראי ואג""ח",תגמולים ואישית לפיצויים,"אג""ח ללא מניות","תגמולים ואישית לפיצויים | אג""ח ללא מניות",2023,5.5573,12,121.5
gemel,8058,"הראל השתלמות אג""ח קונצרני",קרנות השתלמות,"אג""ח ללא מניות","קרנות השתלמות | אג""ח ללא מניות",2023,3.054,11,0.0
gemel,811,אנליסט מסלולית קופת גמל ישראל,תגמולים ואישית לפיצויים,כללי/מעורב/גמיש/תלוי גיל,תגמולים ואישית לפיצויים | כללי/מעורב/גמיש/תלוי גיל,2023,11.6776,12,943.0
gemel,8128,"אנליסט מסלולית קופת גמל - אג""ח עד 10% מניות",תגמולים ואישית לפיצויים,עד 25% מניות,תגמולים ואישית לפיצויים | עד 25% מניות,2023,6.3081,12,48.0
